Attrition,BusinessTravel,DailyRate,DistanceFromHome,Education,EducationField,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,RelationshipSatisfaction,StockOptionLevel,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,DateBirth,RemoteWork,PerformanceRating,TotalWorkingYears,MonthlyIncome
no,travel_rarely,685.0,3,3,life_sciences,unknown,4,female,85.0,3,4,research_director,4,married,23474,3,no,14,1,0,2,3.0,10,0,9,1969,yes,3.0,36.0,17779.0
no,travel_rarely,1062.0,24,3,medical,"1252,0",3,male,96.0,2,2,healthcare_representative,1,single,17198,1,no,19,2,0,2,3.0,10,1,8,1992,false,3.15199254450349,10.0,7294.8
no,unknown,1099.0,5,3,unknown,"1267,0",2,female,88.0,3,5,manager,2,married,8751,7,no,11,3,1,5,3.0,22,3,10,1979,true,3.0,26.0,18213.0
no,non_travel,177.0,8,1,unknown,"1278,0",4,female,37.0,2,4,healthcare_representative,2,divorced,25592,1,yes,15,4,1,3,3.0,33,15,0,1968,false,3.0,23.034891590818475,13577.0
no,travel_rarely,1199.0,4,2,life_sciences,"1288,0",3,female,92.0,4,5,manager,1,divorced,17477,1,no,14,4,2,4,2.0,25,14,13,1979,false,3.0,32.0384225578955,19190.0
no,travel_frequently,648.0,11,3,life_sciences,unknown,3,female,56.0,2,2,human_resources,2,unknown,21833,4,no,11,4,2,5,4.0,10,1,8,1989,yes,3.0,14.0,4061.2
no,unknown,412.0,13,4,unknown,"1307,0",3,male,94.0,2,4,manager,2,divorced,17334,6,yes,13,4,2,4,3.0,19,15,2,1984,no,3.0,28.72285182763571,17123.0
no,travel_rarely,282.0,2,2,medical,"1336,0",4,male,58.0,1,5,manager,3,unknown,6992,4,unknown,14,4,1,5,3.0,19,9,11,1968,true,3.130309639890374,23.0,19187.0
no,unknown,770.0,5,3,life_sciences,"1352,0",3,female,84.0,3,4,manager,2,unknown,17588,1,unknown,11,2,1,2,3.0,33,0,10,1972,true,3.0,11.557873824923,2849.8
yes,unknown,601.0,14,4,medical,"1360,0",14,male,53.0,2,3,manufacturing_director,1,married,12023,7,unknown,14,4,0,0,2.0,10,5,9,1965,true,3.0,17.310038210897236,10008.0
no,unknown,855.0,4,3,life_sciences,unknown,4,female,54.0,3,3,manufacturing_director,4,single,18706,1,no,11,3,0,2,3.0,10,0,8,1975,yes,3.0,11.0,4061.2
no,travel_rarely,332.0,17,3,unknown,"1419,0",2,female,51.0,2,3,human_resources,1,single,9769,1,unknown,13,1,0,3,2.0,10,0,9,1994,false,3.0,14.069857816545623,7988.0
no,unknown,1326.0,3,3,other,"1478,0",4,female,81.0,1,2,sales_executive,1,single,15891,3,no,18,4,0,2,3.0,13,3,12,1989,yes,3.148138275473919,15.0,6413.8
no,travel_frequently,748.0,9,2,unknown,"1480,0",1,male,74.0,3,1,laboratory_technician,4,unknown,16458,1,unknown,13,3,0,3,3.0,12,5,8,1981,yes,3.0,12.0,4483.0
no,travel_rarely,405.0,1,2,life_sciences,unknown,2,female,93.0,4,2,research_scientist,3,married,2721,0,no,24,1,1,2,2.0,12,2,8,1966,true,4.0,13.0,5206.4
yes,travel_rarely,790.0,24,4,unknown,"1489,0",1,male,40.0,2,2,sales_executive,2,single,7815,0,yes,23,3,0,2,4.0,15,10,10,1989,no,4.0,16.0,5500.8
no,travel_frequently,1050.0,11,4,medical,"1520,0",2,male,87.0,3,4,manager,4,unknown,24456,3,no,20,1,1,2,3.0,14,1,12,1969,yes,3.139658883608863,26.0,15701.8
no,travel_rarely,971.0,1,3,unknown,"1535,0",4,female,64.0,2,3,sales_executive,3,unknown,12288,1,unknown,14,4,0,3,3.0,10,8,6,1989,no,3.0,12.618192837888094,7083.0
no,unknown,1370.0,3,1,medical,"1586,0",2,female,87.0,3,1,laboratory_technician,1,single,16213,1,unknown,18,4,0,3,3.0,10,1,5,1994,true,3.0,8.832635545477299,4723.0
no,travel_rarely,750.0,28,3,life_sciences,"1596,0",2,female,46.0,4,2,laboratory_technician,3,unknown,25348,1,unknown,17,4,2,3,2.0,10,6,8,1988,true,3.1554758970520185,6.721706378776382,3407.0
yes,unknown,880.0,12,4,other,"1667,0",4,female,36.0,3,2,sales_executive,4,unknown,10414,3,unknown,24,1,0,2,4.0,11,6,7,1988,true,4.0,13.0,5206.4
no,travel_rarely,678.0,19,3,life_sciences,"1701,0",2,male,35.0,2,1,research_scientist,4,married,20338,1,no,12,2,0,3,3.0,10,8,7,1989,yes,3.0,10.0,2929.0
no,unknown,1179.0,2,3,unknown,"1706,0",4,female,73.0,3,2,sales_executive,4,unknown,6069,1,yes,17,1,1,3,3.0,10,8,8,1980,false,3.0,10.0,3475.6
no,non_travel,350.0,2,3,medical,unknown,2,female,52.0,3,4,manager,2,divorced,22577,4,no,22,4,1,0,2.0,16,14,14,1965,yes,4.0,37.0,5298.2
no,travel_rarely,1266.0,14,4,unknown,unknown,14,male,63.0,2,2,sales_executive,3,married,6060,1,yes,13,1,1,4,3.0,10,1,7,1987,false,3.0,10.0,3475.6
no,travel_rarely,574.0,11,3,life_sciences,"1971,0",1,female,30.0,3,3,healthcare_representative,3,married,16873,1,unknown,17,2,1,1,3.0,10,0,9,1980,yes,3.0,10.0,3475.6
no,unknown,189.0,26,4,human_resources,unknown,3,female,71.0,4,5,manager,2,married,25811,4,yes,18,1,1,0,3.0,10,1,4,1968,yes,3.0,35.0,4061.2
no,unknown,798.0,23,2,unknown,"1976,0",4,female,37.0,2,2,research_scientist,3,single,14811,1,unknown,12,4,0,2,3.0,20,3,7,1981,true,3.0,20.0,4334.0
no,unknown,692.0,11,3,technical_degree,"1985,0",4,male,73.0,3,2,laboratory_technician,3,married,26849,1,unknown,11,1,1,2,4.0,10,9,4,1983,true,3.15199254450349,10.0,7294.8
yes,unknown,310.0,7,2,technical_degree,"2032,0",4,female,72.0,3,1,laboratory_technician,3,married,3666,8,no,11,4,1,4,1.0,10,9,8,1967,yes,3.0,14.0,4061.2
no,travel_rarely,722.0,33,1,marketing,"2056,0",33,male,60.0,2,4,sales_executive,4,unknown,8828,0,unknown,11,1,1,2,2.0,20,9,6,1984,yes,3.0,20.55503075434937,12031.0
no,travel_rarely,1219.0,2,4,life_sciences,unknown,1,male,78.0,2,4,manager,4,married,22021,2,no,16,3,0,3,3.0,25,3,7,1970,yes,3.0,26.002383536140496,15427.0
no,travel_frequently,994.0,8,3,unknown,unknown,4,female,37.0,3,3,sales_executive,3,single,2975,1,no,15,4,0,0,3.0,9,1,7,1996,no,3.0,9.0,4315.2
no,travel_frequently,721.0,1,2,unknown,"57,0",3,male,58.0,3,2,laboratory_technician,4,unknown,10781,1,unknown,23,4,0,2,3.0,12,3,7,1993,yes,4.0,12.0,8439.6
no,unknown,853.0,18,5,life_sciences,unknown,2,female,71.0,3,3,sales_executive,1,married,11031,1,unknown,22,4,1,3,2.0,9,1,8,1988,true,4.0,9.0,7582.8
no,travel_rarely,427.0,1,3,medical,"78,0",1,female,66.0,3,2,manufacturing_director,4,married,10877,1,yes,22,2,1,3,3.0,9,7,8,1991,yes,4.0,9.0,6162.0
no,travel_rarely,852.0,1,1,life_sciences,"104,0",4,female,55.0,2,2,laboratory_technician,4,married,15998,1,unknown,12,3,2,1,3.0,10,3,0,1993,no,3.0,9.479067574647448,5126.0
yes,unknown,669.0,9,2,medical,"118,0",3,female,64.0,2,3,sales_executive,4,unknown,13596,1,no,16,4,0,3,3.0,9,4,7,1977,false,3.0,9.0,9619.0
no,travel_rarely,1334.0,4,2,unknown,"121,0",3,male,63.0,2,2,sales_executive,2,unknown,19760,1,yes,12,2,3,4,2.0,11,2,7,1993,false,3.0,11.0,4061.2
no,unknown,1093.0,6,4,unknown,"125,0",2,female,87.0,3,2,sales_executive,3,single,24301,1,no,16,1,0,0,3.0,11,5,7,1991,yes,3.0,12.0,5010.0
no,travel_rarely,798.0,37,5,marketing,unknown,3,female,94.0,3,3,sales_executive,2,married,11439,1,unknown,13,1,2,3,3.0,10,0,6,1988,false,3.0,11.557873824923,2849.8
no,unknown,967.0,8,3,marketing,"207,0",2,male,43.0,3,3,sales_executive,4,single,15589,1,unknown,14,4,0,2,3.0,9,3,7,1991,yes,3.0,9.0,4315.2
no,travel_rarely,465.0,34,3,life_sciences,"227,0",1,female,56.0,3,1,research_scientist,3,divorced,4609,4,no,12,1,1,2,3.0,9,1,8,1982,yes,3.0,11.557873824923,2849.8
no,travel_rarely,989.0,4,1,medical,"253,0",4,male,46.0,3,5,manager,3,unknown,6499,1,no,14,2,1,2,3.0,20,9,9,1983,no,3.0,21.0,19033.0
no,unknown,1195.0,2,2,unknown,"264,0",1,female,65.0,2,4,manager,4,married,20462,9,no,23,4,1,1,3.0,20,11,8,1978,yes,4.0,22.0,7676.2
yes,travel_rarely,1045.0,4,4,unknown,"291,0",4,female,32.0,1,3,sales_executive,4,married,25812,1,no,11,3,0,2,2.0,14,9,8,1991,no,3.0,14.0,10400.0
no,non_travel,829.0,1,1,life_sciences,"292,0",3,female,88.0,2,3,manufacturing_director,3,unknown,20925,1,no,22,3,0,2,3.0,11,5,8,1993,yes,4.0,11.32083555609988,4318.6
no,unknown,663.0,11,3,unknown,"306,0",2,female,47.0,3,3,research_director,4,unknown,10056,1,unknown,14,3,3,1,3.0,10,0,7,1986,true,3.0,11.557873824923,2849.8
no,unknown,319.0,4,4,unknown,unknown,1,female,41.0,3,1,sales_representative,4,divorced,2539,4,no,17,3,1,2,3.0,9,5,8,1986,no,3.0,13.0,2793.0
no,unknown,1300.0,24,2,technical_degree,"335,0",1,female,62.0,3,2,research_scientist,4,unknown,24447,1,no,17,1,2,3,3.0,9,4,7,1983,false,3.0,11.557873824923,2849.8
no,non_travel,1105.0,24,4,unknown,unknown,2,male,47.0,3,2,laboratory_technician,2,married,6927,7,unknown,15,3,1,3,3.0,9,0,8,1987,true,3.0,11.0,5674.0
no,travel_rarely,906.0,7,3,life_sciences,"420,0",4,female,91.0,2,2,sales_executive,3,married,16985,1,unknown,14,3,1,3,2.0,13,4,8,1991,true,3.0,13.0,4334.0
no,unknown,849.0,25,2,life_sciences,"421,0",1,male,81.0,2,3,research_director,2,unknown,26707,3,unknown,17,3,1,2,3.0,10,0,1,1985,yes,3.0,11.557873824923,2849.8
no,travel_rarely,1275.0,28,2,unknown,"441,0",4,male,64.0,3,2,research_scientist,4,married,11934,1,no,13,4,2,2,3.0,10,1,9,1993,yes,3.0,11.0,4061.2
no,unknown,1218.0,1,1,unknown,"531,0",2,female,52.0,3,5,manager,3,unknown,8213,1,unknown,14,3,1,3,3.0,21,1,6,1984,true,3.0,21.0,19197.0
no,unknown,422.0,7,3,life_sciences,"549,0",1,male,41.0,3,5,manager,1,unknown,3854,5,no,11,4,0,5,1.0,29,11,10,1963,true,3.0,33.0,4334.0
no,unknown,1398.0,22,4,other,"567,0",3,male,69.0,3,3,sales_executive,1,unknown,2890,0,unknown,11,3,0,3,3.0,9,7,8,1993,true,3.0,10.0,8412.0
no,travel_rarely,1274.0,9,1,unknown,"581,0",3,female,66.0,3,3,manufacturing_director,2,divorced,14394,1,no,25,4,1,6,4.0,13,0,8,1992,yes,4.0,11.32083555609988,4318.6
yes,unknown,1076.0,3,3,life_sciences,"702,0",1,female,70.0,3,1,research_scientist,1,single,3164,1,yes,11,1,0,3,3.0,10,9,7,1990,false,3.0,6.6270672077379595,3348.0
no,unknown,1207.0,28,1,medical,"716,0",4,female,74.0,4,1,laboratory_technician,3,married,3297,1,yes,11,3,3,3,3.0,20,3,8,1973,yes,3.144284006444348,20.0,5063.2
no,unknown,430.0,24,4,life_sciences,"772,0",1,female,80.0,3,2,laboratory_technician,4,unknown,21146,1,no,15,4,2,2,3.0,10,4,7,1991,yes,3.152532003390334,10.0,5309.0
no,unknown,933.0,29,3,unknown,"836,0",2,female,98.0,3,2,manufacturing_director,2,unknown,11806,1,unknown,13,4,1,3,2.0,9,7,8,1981,true,3.0,10.0,3475.6
yes,unknown,1184.0,11,3,marketing,"840,0",3,male,43.0,3,3,sales_executive,4,married,5860,1,no,18,1,2,3,4.0,9,7,7,1974,no,3.0,13.534105216687486,7654.0
no,unknown,798.0,5,1,unknown,"844,0",3,female,42.0,2,3,research_director,4,divorced,8842,1,unknown,16,2,1,3,3.0,9,0,8,1996,yes,3.0,21.801377371384618,12808.0
no,travel_rarely,586.0,1,3,medical,unknown,1,female,48.0,4,2,sales_executive,1,divorced,21816,1,unknown,22,1,1,5,3.0,9,0,8,1990,yes,3.1527633983094043,9.0,7050.6
no,unknown,890.0,26,4,unknown,"867,0",3,male,81.0,2,4,manufacturing_director,4,married,19028,3,no,22,3,0,3,3.0,9,0,0,1971,false,4.0,31.0,5521.0
no,unknown,379.0,5,2,life_sciences,"889,0",2,female,48.0,3,2,sales_executive,2,unknown,8891,1,no,14,4,1,3,3.0,10,5,3,1991,yes,3.0,10.0,3475.6
no,unknown,1425.0,14,1,life_sciences,"924,0",3,female,68.0,3,2,healthcare_representative,4,unknown,4821,0,unknown,17,1,1,2,2.0,16,4,11,1987,no,3.0,11.820980136901584,6586.0
no,non_travel,1188.0,20,2,unknown,unknown,4,male,45.0,3,2,sales_executive,3,unknown,24406,1,unknown,13,4,1,2,2.0,9,0,0,1992,false,3.0,11.557873824923,2849.8
no,travel_rarely,938.0,2,4,medical,unknown,3,female,79.0,3,1,laboratory_technician,3,single,12287,4,no,21,3,0,6,3.0,11,3,9,1987,true,4.0,5.297311541760932,2519.0
no,unknown,1053.0,1,2,life_sciences,"976,0",4,female,70.0,3,4,manager,4,married,13829,2,unknown,15,2,1,2,3.0,9,7,8,1971,yes,3.0,26.0,17099.0
no,non_travel,722.0,17,3,unknown,"992,0",4,female,38.0,3,4,manager,3,single,20489,1,unknown,11,4,0,2,3.0,10,6,0,1990,no,3.0,10.0,3475.6
no,non_travel,248.0,23,2,life_sciences,"1002,0",4,female,42.0,3,2,laboratory_technician,1,unknown,14039,1,yes,15,3,1,2,3.0,9,0,8,1978,yes,3.0,9.0,4315.2
no,travel_rarely,796.0,12,5,unknown,"1073,0",4,male,51.0,2,3,manufacturing_director,4,unknown,15669,0,unknown,11,2,0,2,2.0,14,7,8,1987,yes,3.0,15.0,5358.2
no,unknown,174.0,8,4,unknown,"1138,0",4,female,56.0,2,4,sales_executive,2,unknown,11879,6,unknown,17,2,1,3,3.0,9,2,3,1974,false,3.0,22.0,13120.0
yes,unknown,408.0,23,1,unknown,unknown,4,male,45.0,2,3,sales_executive,1,unknown,11162,1,unknown,13,1,1,3,1.0,11,3,10,1994,true,3.1512216906975756,11.0,5368.0
no,unknown,798.0,6,1,unknown,"1192,0",2,male,54.0,3,1,laboratory_technician,4,married,26342,1,unknown,13,1,1,5,3.0,10,0,8,1994,false,3.0,6.278988422800188,3131.0
no,unknown,977.0,1,3,life_sciences,"1196,0",4,male,56.0,2,2,manufacturing_director,4,married,9961,1,unknown,13,2,1,2,2.0,14,3,11,1986,yes,3.0,14.0,4061.2
no,travel_rarely,536.0,10,5,unknown,unknown,4,female,82.0,4,3,sales_executive,3,unknown,21708,0,unknown,14,4,2,3,3.0,9,0,8,1990,yes,3.0,11.557873824923,2849.8
no,travel_frequently,135.0,19,3,medical,unknown,3,male,46.0,3,2,laboratory_technician,2,divorced,22534,4,no,13,3,2,2,4.0,11,5,10,1989,true,3.0,15.0,4444.0
no,non_travel,1476.0,1,3,unknown,"1315,0",3,male,55.0,1,2,laboratory_technician,4,married,16392,0,no,11,1,3,6,3.0,9,7,5,1995,yes,3.0,10.0,6674.0
no,non_travel,587.0,2,4,unknown,"1324,0",4,male,57.0,3,3,sales_executive,3,unknown,8935,1,yes,19,1,1,5,2.0,10,9,6,1992,true,3.0,10.0,9852.0
no,non_travel,495.0,2,1,life_sciences,"1334,0",3,female,66.0,3,4,manager,3,unknown,26582,0,yes,13,4,0,3,2.0,20,2,10,1981,false,3.132381428914028,21.0,17861.0
no,travel_rarely,523.0,2,3,life_sciences,"1346,0",3,female,98.0,3,2,research_scientist,4,single,22455,1,unknown,13,3,0,4,3.0,9,8,8,1983,true,3.0,9.0,4315.2
no,unknown,507.0,15,2,medical,"1356,0",3,male,66.0,3,2,sales_executive,1,single,23553,1,unknown,12,4,0,6,4.0,10,9,6,1989,yes,3.0,11.557873824923,2849.8
no,travel_rarely,1055.0,1,3,unknown,"1423,0",4,male,76.0,3,5,research_director,1,unknown,22456,3,unknown,21,3,1,3,3.0,9,1,5,1965,false,4.0,11.32083555609988,4318.6
yes,travel_frequently,1445.0,1,5,unknown,"1459,0",3,male,100.0,4,3,manufacturing_director,2,unknown,8931,1,unknown,11,1,0,2,3.0,10,4,7,1992,yes,3.0,13.20046287905128,7446.0
no,non_travel,218.0,8,1,unknown,unknown,4,female,55.0,2,3,research_director,2,unknown,25178,2,no,11,3,1,5,3.0,9,4,8,1983,yes,3.0,16.0,13757.0
no,unknown,447.0,2,3,medical,"1472,0",4,female,39.0,4,4,research_director,2,single,19764,4,no,12,2,0,2,2.0,9,8,8,1970,true,3.0,35.0,16598.0
no,unknown,829.0,15,3,unknown,"1485,0",2,female,71.0,3,4,research_director,1,unknown,11929,7,unknown,14,4,2,3,2.0,14,6,9,1989,yes,3.0,16.0,4334.0
no,travel_rarely,1029.0,16,3,life_sciences,unknown,4,male,91.0,2,3,healthcare_representative,2,single,21195,1,no,19,4,0,3,1.0,11,3,3,1988,true,3.0,11.557873824923,2849.8
no,unknown,674.0,13,3,unknown,"1543,0",1,female,47.0,3,2,research_scientist,4,married,3031,1,unknown,17,1,0,2,3.0,10,3,7,1986,yes,3.0,8.13006177680106,4285.0
no,travel_frequently,798.0,2,3,unknown,"1547,0",4,female,40.0,3,3,healthcare_representative,4,unknown,18611,2,yes,14,3,1,3,1.0,20,13,9,1981,true,3.0,24.0,10124.0
no,unknown,538.0,1,4,unknown,"1553,0",1,female,66.0,3,3,healthcare_representative,2,divorced,20933,1,unknown,12,1,3,4,3.0,10,7,7,1978,yes,3.0,11.557873824923,2849.8
yes,travel_rarely,740.0,1,3,unknown,"1562,0",2,female,64.0,2,2,sales_executive,1,married,5323,1,no,11,4,1,4,3.0,10,6,7,1993,yes,3.0,16.838447599046063,9714.0
no,travel_rarely,1245.0,14,3,life_sciences,"1582,0",3,female,80.0,3,2,sales_executive,2,married,12355,0,unknown,11,4,1,3,3.0,9,7,7,1985,yes,3.0,10.0,9924.0
no,unknown,1234.0,20,5,medical,"1606,0",2,female,41.0,3,4,healthcare_representative,3,unknown,20689,2,unknown,15,3,1,3,3.0,30,12,13,1973,no,3.0,32.0,11245.0
no,travel_rarely,170.0,3,2,unknown,unknown,3,female,76.0,2,2,laboratory_technician,3,unknown,10302,0,unknown,15,4,1,3,3.0,10,0,7,1984,true,3.0,6.179537341389396,3069.0
no,travel_rarely,1130.0,3,3,unknown,"1658,0",4,male,66.0,3,2,research_scientist,2,unknown,19332,1,no,12,3,1,2,3.0,11,7,9,1989,true,3.0,11.0,4061.2
no,travel_rarely,584.0,22,5,unknown,"1665,0",2,male,91.0,3,4,manager,3,unknown,18685,3,unknown,25,3,1,6,3.0,10,4,7,1969,yes,4.0,36.0,5521.0
no,travel_rarely,918.0,6,3,marketing,unknown,4,female,35.0,3,3,sales_executive,3,unknown,15869,1,no,12,2,0,3,3.0,10,8,7,1982,false,3.0,16.07973209086373,9241.0
no,unknown,792.0,1,3,life_sciences,"1737,0",4,female,77.0,3,2,laboratory_technician,4,married,8989,1,unknown,15,4,1,2,3.0,9,5,8,1984,yes,3.0,11.63811847108174,6472.0
no,travel_rarely,611.0,7,4,unknown,unknown,2,female,88.0,3,5,manager,2,unknown,4349,1,no,14,2,0,3,2.0,21,12,8,1983,no,3.0,11.557873824923,2849.8
no,unknown,798.0,4,3,technical_degree,unknown,4,female,90.0,3,2,research_scientist,2,unknown,6194,5,no,15,4,2,2,2.0,9,1,7,1990,yes,3.1563526364591112,11.0,3055.0
no,unknown,1383.0,10,3,life_sciences,"1790,0",4,female,90.0,3,3,healthcare_representative,1,unknown,25949,7,unknown,13,4,1,1,3.0,12,5,7,1987,false,3.0,15.0,8321.0
no,unknown,867.0,8,4,life_sciences,unknown,4,female,90.0,4,1,research_scientist,1,married,6076,6,no,19,2,1,1,3.0,10,7,6,1990,true,3.0,14.0,3143.0
no,travel_rarely,798.0,8,2,unknown,"1823,0",2,female,92.0,4,2,sales_executive,3,unknown,22128,1,no,21,3,2,5,3.0,10,4,8,1989,false,4.0,10.0,8948.0
no,travel_frequently,574.0,46,1,medical,unknown,4,female,40.0,3,1,laboratory_technician,4,married,7003,1,no,13,2,0,3,4.0,11,3,10,1994,no,3.150819495668517,11.52212657468347,6477.686121919585
no,travel_rarely,706.0,2,2,life_sciences,"1857,0",4,female,82.0,3,3,manufacturing_director,4,divorced,19989,3,unknown,14,3,1,4,2.0,9,4,7,1977,yes,3.0,12.0,8578.0
no,travel_rarely,728.0,23,1,medical,"1864,0",2,male,36.0,2,2,sales_representative,3,married,7018,1,no,21,4,1,5,3.0,9,5,8,1996,false,4.0,11.32083555609988,4318.6
no,unknown,311.0,36,3,life_sciences,"1881,0",2,female,89.0,3,2,laboratory_technician,3,divorced,18624,1,no,11,1,1,2,3.0,10,0,2,1992,false,3.0,10.0,4197.0
no,travel_rarely,556.0,25,2,life_sciences,"1888,0",2,male,93.0,2,2,manufacturing_director,4,unknown,23888,0,no,13,4,2,2,2.0,9,3,8,1978,yes,3.15199254450349,10.0,7294.8
no,travel_rarely,937.0,1,3,marketing,"1950,0",1,female,32.0,3,3,sales_executive,4,unknown,6770,1,no,21,1,0,3,2.0,14,2,1,1989,false,4.0,14.0,9888.0
no,unknown,1125.0,1,3,life_sciences,unknown,4,female,48.0,1,2,research_scientist,1,married,5771,1,unknown,21,2,0,6,3.0,10,8,7,1992,yes,3.15199254450349,10.0,7294.8
no,unknown,1224.0,7,4,unknown,"1962,0",3,male,55.0,3,2,sales_executive,4,unknown,13586,1,yes,11,4,0,2,3.0,10,0,9,1988,no,3.0,10.0,3475.6
no,travel_rarely,119.0,15,4,marketing,"1975,0",2,female,77.0,3,4,sales_executive,1,single,25098,0,no,12,1,0,3,3.0,20,11,10,1984,no,3.0,21.0,13341.0
no,travel_rarely,444.0,2,2,marketing,"1986,0",2,male,92.0,3,2,sales_executive,2,married,4258,3,no,14,3,1,4,3.0,11,5,10,1983,yes,3.0,10.362898959443358,5677.0
no,travel_rarely,911.0,1,2,medical,unknown,4,female,76.0,3,1,laboratory_technician,2,married,4077,1,no,13,3,0,6,2.0,12,1,7,1993,no,3.0,12.0,4483.0
no,unknown,798.0,1,1,unknown,"2000,0",3,male,98.0,3,3,research_director,2,married,17231,0,no,18,1,2,3,1.0,13,5,12,1976,yes,3.0,14.0,4061.2
no,non_travel,585.0,29,4,unknown,unknown,1,female,66.0,3,1,sales_representative,4,divorced,19788,2,unknown,15,2,2,3,3.0,9,0,0,1971,yes,3.0,16.0,4334.0
no,travel_frequently,798.0,8,1,unknown,"2,0",3,female,61.0,2,2,research_scientist,2,married,24907,1,no,23,4,1,3,3.0,10,1,7,1974,true,4.0,10.0,8948.0
no,travel_frequently,1392.0,19,4,life_sciences,"5,0",19,male,56.0,3,1,research_scientist,3,married,23159,1,unknown,11,3,0,3,3.0,8,3,0,1990,yes,3.0,5.922889389361545,2909.0
no,unknown,1005.0,2,2,life_sciences,unknown,4,female,79.0,3,1,laboratory_technician,4,unknown,11864,0,unknown,13,3,0,2,2.0,7,3,6,1991,yes,3.0,8.0,4687.8
no,travel_frequently,798.0,23,3,unknown,unknown,4,female,44.0,2,3,manufacturing_director,3,unknown,8787,0,no,21,2,0,2,3.0,9,1,8,1985,yes,4.0,16.536887790880606,9526.0
no,travel_rarely,1299.0,27,3,medical,unknown,3,female,94.0,3,2,healthcare_representative,3,unknown,16577,6,unknown,13,2,2,3,2.0,7,7,7,1987,yes,3.0,17.0,4334.0
no,unknown,798.0,8,4,unknown,"35,0",3,female,48.0,3,2,sales_executive,2,unknown,21173,0,unknown,11,4,1,2,3.0,9,4,2,1981,false,3.150008007568532,10.0,6825.0
no,unknown,655.0,7,4,life_sciences,"76,0",4,female,48.0,3,2,laboratory_technician,4,divorced,9528,3,no,22,4,1,3,2.0,7,1,7,1992,false,4.0,11.32083555609988,4318.6
no,travel_rarely,746.0,8,4,unknown,"98,0",3,male,61.0,3,2,manufacturing_director,4,single,20682,1,no,23,4,0,2,3.0,11,1,8,1992,no,4.0,11.0,4424.0
no,unknown,632.0,21,4,marketing,"120,0",3,female,71.0,3,2,sales_executive,4,unknown,8423,0,unknown,22,4,0,2,1.0,10,1,0,1972,true,4.0,11.0,5441.0
yes,travel_frequently,658.0,7,3,unknown,"147,0",1,female,66.0,1,2,laboratory_technician,3,unknown,22887,1,yes,24,4,0,3,3.0,9,0,6,1989,true,4.0,9.0,6074.0
no,unknown,1467.0,11,2,technical_degree,"154,0",2,male,92.0,3,3,sales_executive,4,unknown,22952,0,no,14,3,1,6,3.0,9,2,8,1987,false,3.0,10.0,3475.6
no,travel_frequently,1312.0,23,3,unknown,"159,0",1,female,96.0,1,1,research_scientist,3,divorced,22310,1,no,25,3,3,2,2.0,10,0,9,1993,false,4.0,11.32083555609988,4318.6
no,non_travel,750.0,12,2,unknown,"160,0",12,female,95.0,3,2,sales_executive,2,married,15480,0,unknown,13,1,1,2,4.0,7,0,7,1990,true,3.0,11.115198268824996,6146.0
yes,unknown,249.0,6,4,life_sciences,"163,0",2,female,76.0,1,2,sales_executive,3,married,20739,4,unknown,18,2,0,3,2.0,7,7,7,1992,false,3.0,11.156903561029521,6172.0
no,travel_rarely,802.0,23,1,unknown,"176,0",3,female,96.0,3,3,sales_executive,3,divorced,21196,3,yes,13,3,1,2,3.0,9,0,7,1982,false,3.0,11.557873824923,2849.8
no,travel_rarely,1355.0,25,1,unknown,"177,0",3,male,61.0,3,1,human_resources,3,unknown,8916,1,unknown,23,4,1,3,3.0,8,5,7,1997,true,4.0,8.0,4005.8
no,unknown,689.0,9,2,unknown,"195,0",4,female,35.0,1,2,sales_executive,4,divorced,22812,0,no,17,4,3,2,4.0,8,0,7,1991,true,3.0,8.744412811967727,4668.0
no,travel_frequently,1395.0,26,3,unknown,"202,0",2,male,54.0,3,2,research_scientist,2,divorced,8504,1,no,11,1,1,2,3.0,20,2,13,1983,false,3.0,20.0,5605.0
no,travel_rarely,1436.0,6,2,marketing,"205,0",2,female,34.0,3,2,sales_representative,3,unknown,16047,2,yes,20,4,1,3,1.0,7,4,5,1970,true,4.0,13.0,5206.4
no,non_travel,1496.0,1,1,technical_degree,unknown,4,female,41.0,3,2,manufacturing_director,3,married,26283,1,unknown,13,1,1,1,3.0,10,0,9,1994,no,3.0,10.0,4319.0
no,travel_frequently,1480.0,3,2,unknown,unknown,4,female,30.0,3,1,laboratory_technician,2,unknown,15062,4,no,12,3,0,3,2.0,8,7,2,1987,true,3.1496799830857474,13.0,5318.0
no,travel_rarely,798.0,14,3,unknown,"252,0",4,male,66.0,3,1,research_scientist,2,unknown,4673,1,unknown,13,4,1,5,3.0,8,1,6,1990,true,3.0,8.0,4687.8
no,travel_rarely,313.0,3,3,unknown,"258,0",4,male,98.0,3,4,healthcare_representative,2,single,7192,3,unknown,18,3,0,6,3.0,7,1,0,1972,false,3.0,11.557873824923,2849.8
no,travel_rarely,894.0,9,3,medical,"260,0",4,male,99.0,3,1,research_scientist,2,single,11781,1,no,16,4,0,2,2.0,7,0,3,1996,no,3.0,11.557873824923,2849.8
