Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,DateBirth,RemoteWork,Attrition_numeric
34,yes,travel_rarely,790.0,,24,4,,"1489,0",1,male,40.0,2,2,sales_executive,2,single,,7815,0,yes,23,4.0,3,0,16.0,2,4.0,15,10,10,1989,no,
54,no,travel_frequently,1050.0,,11,4,medical,"1520,0",2,male,87.0,3,4,manager,4,,,24456,3,no,20,,1,1,26.0,2,3.0,14,1,12,1969,yes,
34,no,travel_rarely,971.0,,1,3,,"1535,0",4,female,64.0,2,3,sales_executive,3,,7083.0,12288,1,,14,3.0,4,0,,3,3.0,10,8,6,1989,no,
29,no,,1370.0,,3,1,medical,"1586,0",2,female,87.0,3,1,laboratory_technician,1,single,4723.0,16213,1,,18,3.0,4,0,,3,,10,1,5,1994,yes,
35,no,travel_rarely,750.0,,28,3,life_sciences,"1596,0",2,female,46.0,4,2,laboratory_technician,3,,3407.0,25348,1,,17,,4,2,,3,2.0,10,6,8,1988,yes,
35,yes,,880.0,,12,4,other,"1667,0",4,female,36.0,3,2,sales_executive,4,,,10414,3,,24,4.0,1,0,13.0,2,4.0,11,6,7,1988,yes,
34,no,travel_rarely,678.0,,19,3,life_sciences,"1701,0",2,male,35.0,2,1,research_scientist,4,married,2929.0,20338,1,no,12,3.0,2,0,10.0,3,3.0,10,8,7,1989,yes,
43,no,,1179.0,,2,3,,"1706,0",4,female,73.0,3,2,sales_executive,4,,,6069,1,yes,17,3.0,1,1,10.0,3,3.0,10,8,8,1980,no,
58,no,non_travel,350.0,,2,3,medical,,2,female,52.0,3,4,manager,2,divorced,,22577,4,no,22,4.0,4,1,37.0,0,2.0,16,14,14,1965,yes,
43,no,travel_rarely,574.0,,11,3,life_sciences,"1971,0",1,female,30.0,3,3,healthcare_representative,3,married,,16873,1,,17,3.0,2,1,10.0,1,3.0,10,0,9,1980,yes,
55,no,,189.0,,26,4,human_resources,,3,female,71.0,4,5,manager,2,married,,25811,4,yes,18,3.0,1,1,35.0,0,3.0,10,1,4,1968,yes,
42,no,,,research_and_development,23,2,,"1976,0",4,female,37.0,2,2,research_scientist,3,single,,14811,1,,12,3.0,4,0,20.0,2,3.0,20,3,7,1981,yes,
40,no,,692.0,,11,3,technical_degree,"1985,0",4,male,73.0,3,2,laboratory_technician,3,married,,26849,1,,11,,1,1,10.0,2,4.0,10,9,4,1983,yes,
56,yes,,310.0,research_and_development,7,2,technical_degree,"2032,0",4,female,72.0,3,1,laboratory_technician,3,married,,3666,8,no,11,3.0,4,1,14.0,4,1.0,10,9,8,1967,yes,
39,no,travel_rarely,722.0,,33,1,marketing,"2056,0",33,male,60.0,2,4,sales_executive,4,,12031.0,8828,0,,11,3.0,1,1,,2,2.0,20,9,6,1984,yes,
53,no,travel_rarely,1219.0,,2,4,life_sciences,,1,male,78.0,2,4,manager,4,married,15427.0,22021,2,no,16,3.0,3,0,,3,3.0,25,3,7,1970,yes,
27,no,travel_frequently,994.0,,8,3,,,4,female,37.0,3,3,sales_executive,3,single,,2975,1,no,15,3.0,4,0,9.0,0,3.0,9,1,7,1996,no,
30,no,travel_frequently,721.0,,1,2,,"57,0",3,male,58.0,3,2,laboratory_technician,4,,,10781,1,,23,4.0,4,0,12.0,2,,12,3,7,1993,yes,
35,no,,853.0,,18,5,life_sciences,,2,female,71.0,3,3,sales_executive,1,married,,11031,1,,22,4.0,4,1,9.0,3,2.0,9,1,8,1988,yes,
32,no,travel_rarely,427.0,research_and_development,1,3,medical,"78,0",1,female,,3,2,manufacturing_director,4,married,6162.0,10877,1,yes,22,4.0,2,1,9.0,3,3.0,9,7,8,1991,yes,
30,no,travel_rarely,852.0,,1,1,life_sciences,"104,0",4,female,55.0,2,2,laboratory_technician,4,married,5126.0,15998,1,,12,3.0,3,2,,1,,10,3,0,1993,no,
46,yes,,669.0,sales,9,2,medical,"118,0",3,female,64.0,2,3,sales_executive,4,,9619.0,13596,1,no,16,3.0,4,0,9.0,3,3.0,9,4,7,1977,no,
30,no,travel_rarely,1334.0,,4,2,,"121,0",3,male,63.0,2,2,sales_executive,2,,,19760,1,yes,12,3.0,2,3,11.0,4,2.0,11,2,7,1993,no,
32,no,,1093.0,,6,4,,"125,0",2,female,87.0,3,2,sales_executive,3,single,5010.0,24301,1,no,16,3.0,1,0,12.0,0,3.0,11,5,7,1991,yes,
35,no,travel_rarely,,,37,5,marketing,,3,female,94.0,3,3,sales_executive,2,married,,11439,1,,13,3.0,1,2,,3,3.0,10,0,6,1988,no,
32,no,,967.0,,8,3,marketing,"207,0",2,male,43.0,3,3,sales_executive,4,single,,15589,1,,14,3.0,4,0,9.0,2,3.0,9,3,7,1991,yes,
41,no,travel_rarely,465.0,research_and_development,34,3,life_sciences,"227,0",1,female,56.0,3,1,research_scientist,3,divorced,,4609,4,no,12,3.0,1,1,,2,3.0,9,1,8,1982,yes,
40,no,travel_rarely,989.0,,4,1,medical,"253,0",4,male,46.0,3,5,manager,3,,19033.0,6499,1,no,14,3.0,2,1,21.0,2,3.0,20,9,9,1983,no,
45,no,,1195.0,,2,2,,"264,0",1,female,65.0,2,4,manager,4,married,,20462,9,no,23,4.0,4,1,22.0,1,3.0,20,11,8,1978,yes,
32,yes,travel_rarely,1045.0,,4,4,,"291,0",4,female,32.0,1,3,sales_executive,4,married,10400.0,25812,1,no,11,3.0,3,0,14.0,2,2.0,14,9,8,1991,no,
30,no,non_travel,829.0,research_and_development,1,1,life_sciences,"292,0",3,female,88.0,2,3,manufacturing_director,3,,,20925,1,no,22,4.0,3,0,,2,3.0,11,5,8,1993,yes,
37,no,,663.0,,11,3,,"306,0",2,female,47.0,3,3,research_director,4,,,10056,1,,14,3.0,3,3,,1,3.0,10,0,7,1986,yes,
37,no,,319.0,,4,4,,,1,female,41.0,3,1,sales_representative,4,divorced,2793.0,2539,4,no,17,3.0,3,1,13.0,2,3.0,9,5,8,1986,no,
40,no,,1300.0,,24,2,technical_degree,"335,0",1,female,62.0,3,2,research_scientist,4,,,24447,1,no,17,3.0,1,2,,3,3.0,9,4,7,1983,no,
36,no,non_travel,1105.0,,24,4,,,2,male,47.0,3,2,laboratory_technician,2,married,5674.0,6927,7,,15,3.0,3,1,11.0,3,3.0,9,0,8,1987,yes,
32,no,travel_rarely,906.0,,7,3,life_sciences,"420,0",4,female,91.0,2,2,sales_executive,3,married,,16985,1,,14,3.0,3,1,13.0,3,2.0,13,4,8,1991,yes,
38,no,,849.0,,25,2,life_sciences,"421,0",1,male,81.0,2,3,research_director,2,,,26707,3,,17,3.0,3,1,,2,3.0,10,0,1,1985,yes,
30,no,travel_rarely,1275.0,,28,2,,"441,0",4,male,64.0,3,2,research_scientist,4,married,,11934,1,no,13,3.0,4,2,11.0,2,3.0,10,1,9,1993,yes,
39,no,,1218.0,,1,1,,"531,0",2,female,52.0,3,5,manager,3,,19197.0,8213,1,,14,3.0,3,1,21.0,3,3.0,21,1,6,1984,yes,
60,no,,422.0,,7,3,life_sciences,"549,0",1,male,41.0,3,5,manager,1,,,3854,5,no,11,3.0,4,0,33.0,5,1.0,29,11,10,1963,yes,
30,no,,1398.0,,22,4,other,"567,0",3,male,69.0,3,3,sales_executive,1,,8412.0,2890,0,,11,3.0,3,0,10.0,3,3.0,9,7,8,1993,yes,
31,no,travel_rarely,1274.0,research_and_development,9,1,,"581,0",3,female,,3,3,manufacturing_director,2,divorced,,14394,1,no,25,4.0,4,1,,6,4.0,13,0,8,1992,yes,
33,yes,,1076.0,,3,3,life_sciences,"702,0",1,female,70.0,3,1,research_scientist,1,single,3348.0,3164,1,yes,11,3.0,1,0,,3,3.0,10,9,7,1990,no,
50,no,,1207.0,,28,1,medical,"716,0",4,female,74.0,4,1,laboratory_technician,3,married,,3297,1,yes,11,,3,3,20.0,3,3.0,20,3,8,1973,yes,
32,no,,430.0,research_and_development,24,4,life_sciences,"772,0",1,female,80.0,3,2,laboratory_technician,4,,5309.0,21146,1,no,15,,4,2,10.0,2,3.0,10,4,7,1991,yes,
42,no,,933.0,,29,3,,"836,0",2,female,98.0,3,2,manufacturing_director,2,,,11806,1,,13,3.0,4,1,10.0,3,2.0,9,7,8,1981,yes,
49,yes,,1184.0,sales,11,3,marketing,"840,0",3,male,43.0,3,3,sales_executive,4,married,7654.0,5860,1,no,18,3.0,1,2,,3,4.0,9,7,7,1974,no,
27,no,,,,5,1,,"844,0",3,female,42.0,2,3,research_director,4,divorced,12808.0,8842,1,,16,3.0,2,1,,3,3.0,9,0,8,1996,yes,
33,no,travel_rarely,586.0,,1,3,medical,,1,female,48.0,4,2,sales_executive,1,divorced,,21816,1,,22,,1,1,9.0,5,3.0,9,0,8,1990,yes,
52,no,,890.0,research_and_development,26,4,,"867,0",3,male,81.0,2,4,manufacturing_director,4,married,,19028,3,no,22,4.0,3,0,31.0,3,3.0,9,0,0,1971,no,
32,no,,379.0,,5,2,life_sciences,"889,0",2,female,48.0,3,2,sales_executive,2,,,8891,1,no,14,3.0,4,1,10.0,3,3.0,10,5,3,1991,yes,
36,no,,1425.0,,14,1,life_sciences,"924,0",3,female,68.0,3,2,healthcare_representative,4,,6586.0,4821,0,,17,3.0,1,1,,2,2.0,16,4,11,1987,no,
31,no,non_travel,1188.0,sales,20,2,,,4,male,45.0,3,2,sales_executive,3,,,24406,1,,13,3.0,4,1,,2,2.0,9,0,0,1992,no,
36,no,travel_rarely,938.0,,2,4,medical,,3,female,79.0,3,1,laboratory_technician,3,single,2519.0,12287,4,no,21,4.0,3,0,,6,3.0,11,3,9,1987,yes,
52,no,,1053.0,,1,2,life_sciences,"976,0",4,female,70.0,3,4,manager,4,married,17099.0,13829,2,,15,3.0,2,1,26.0,2,,9,7,8,1971,yes,
33,no,non_travel,722.0,,17,3,,"992,0",4,female,38.0,3,4,manager,3,single,,20489,1,,11,3.0,4,0,10.0,2,3.0,10,6,0,1990,no,
45,no,non_travel,248.0,,23,2,life_sciences,"1002,0",4,female,42.0,3,2,laboratory_technician,1,,,14039,1,yes,15,3.0,3,1,9.0,2,3.0,9,0,8,1978,yes,
36,no,travel_rarely,796.0,research_and_development,12,5,,"1073,0",4,male,51.0,2,3,manufacturing_director,4,,,15669,0,,11,3.0,2,0,15.0,2,2.0,14,7,8,1987,yes,
49,no,,174.0,,8,4,,"1138,0",4,female,56.0,2,4,sales_executive,2,,13120.0,11879,6,,17,3.0,2,1,22.0,3,3.0,9,2,3,1974,no,
29,yes,,408.0,,23,1,,,4,male,45.0,2,3,sales_executive,1,,,11162,1,,13,,1,1,11.0,3,1.0,11,3,10,1994,yes,
29,no,,,,6,1,,"1192,0",2,male,54.0,3,1,laboratory_technician,4,married,3131.0,26342,1,,13,3.0,1,1,,5,3.0,10,0,8,1994,no,
37,no,,977.0,research_and_development,1,3,life_sciences,"1196,0",4,male,56.0,2,2,manufacturing_director,4,married,,9961,1,,13,3.0,2,1,14.0,2,2.0,14,3,11,1986,yes,
33,no,travel_rarely,536.0,,10,5,,,4,female,82.0,4,3,sales_executive,3,,,21708,0,,14,3.0,4,2,,3,3.0,9,0,8,1990,yes,
34,no,travel_frequently,135.0,,19,3,medical,,3,male,46.0,3,2,laboratory_technician,2,divorced,4444.0,22534,4,no,13,3.0,3,2,15.0,2,4.0,11,5,10,1989,yes,
28,no,non_travel,1476.0,,1,3,,"1315,0",3,male,55.0,1,2,laboratory_technician,4,married,6674.0,16392,0,no,11,3.0,1,3,10.0,6,3.0,9,7,5,1995,yes,
31,no,non_travel,587.0,,2,4,,"1324,0",4,male,57.0,3,3,sales_executive,3,,9852.0,8935,1,yes,19,3.0,1,1,10.0,5,2.0,10,9,6,1992,yes,
42,no,non_travel,495.0,,2,1,life_sciences,"1334,0",3,female,,3,4,manager,3,,17861.0,26582,0,yes,13,,4,0,21.0,3,2.0,20,2,10,1981,no,
40,no,travel_rarely,523.0,,2,3,life_sciences,"1346,0",3,female,98.0,3,2,research_scientist,4,single,,22455,1,,13,3.0,3,0,9.0,4,3.0,9,8,8,1983,yes,
34,no,,507.0,,15,2,medical,"1356,0",3,male,66.0,3,2,sales_executive,1,single,,23553,1,,12,3.0,4,0,,6,4.0,10,9,6,1989,yes,
58,no,travel_rarely,1055.0,,1,3,,"1423,0",4,male,76.0,3,5,research_director,1,,,22456,3,,21,4.0,3,1,,3,3.0,9,1,5,1965,no,
31,yes,travel_frequently,1445.0,,1,5,,"1459,0",3,male,100.0,4,3,manufacturing_director,2,,7446.0,8931,1,,11,3.0,1,0,,2,3.0,10,4,7,1992,yes,
40,no,non_travel,218.0,,8,1,,,4,female,55.0,2,3,research_director,2,,13757.0,25178,2,no,11,3.0,3,1,16.0,5,3.0,9,4,8,1983,yes,
53,no,,447.0,,2,3,medical,"1472,0",4,female,39.0,4,4,research_director,2,single,16598.0,19764,4,no,12,3.0,2,0,35.0,2,2.0,9,8,8,1970,yes,
34,no,,829.0,research_and_development,15,3,,"1485,0",2,female,71.0,3,4,research_director,1,,,11929,7,,14,3.0,4,2,16.0,3,2.0,14,6,9,1989,yes,
35,no,travel_rarely,1029.0,,16,3,life_sciences,,4,male,91.0,2,3,healthcare_representative,2,single,,21195,1,no,19,3.0,4,0,,3,1.0,11,3,3,1988,yes,
37,no,,674.0,,13,3,,"1543,0",1,female,47.0,3,2,research_scientist,4,married,4285.0,3031,1,,17,3.0,1,0,,2,3.0,10,3,7,1986,yes,
42,no,travel_frequently,,,2,3,,"1547,0",4,female,40.0,3,3,healthcare_representative,4,,10124.0,18611,2,yes,14,3.0,3,1,24.0,3,1.0,20,13,9,1981,yes,
45,no,,538.0,,1,4,,"1553,0",1,female,66.0,3,3,healthcare_representative,2,divorced,,20933,1,,12,3.0,1,3,,4,3.0,10,7,7,1978,yes,
30,yes,travel_rarely,740.0,,1,3,,"1562,0",2,female,64.0,2,2,sales_executive,1,married,9714.0,5323,1,no,11,3.0,4,1,,4,3.0,10,6,7,1993,yes,
38,no,travel_rarely,1245.0,,14,3,life_sciences,"1582,0",3,female,80.0,3,2,sales_executive,2,married,9924.0,12355,0,,11,3.0,4,1,10.0,3,3.0,9,7,7,1985,yes,
50,no,,1234.0,,20,5,medical,"1606,0",2,female,41.0,3,4,healthcare_representative,3,,11245.0,20689,2,,15,3.0,3,1,32.0,3,3.0,30,12,13,1973,no,
39,no,travel_rarely,170.0,,3,2,,,3,female,76.0,2,2,laboratory_technician,3,,3069.0,10302,0,,15,3.0,4,1,,3,,10,0,7,1984,yes,
34,no,travel_rarely,1130.0,,3,3,,"1658,0",4,male,66.0,3,2,research_scientist,2,,,19332,1,no,12,3.0,3,1,11.0,2,3.0,11,7,9,1989,yes,
54,no,travel_rarely,584.0,research_and_development,22,5,,"1665,0",2,male,91.0,3,4,manager,3,,,18685,3,,25,4.0,3,1,36.0,6,3.0,10,4,7,1969,yes,
41,no,travel_rarely,918.0,,6,3,marketing,,4,female,35.0,3,3,sales_executive,3,,9241.0,15869,1,no,12,3.0,2,0,,3,3.0,10,8,7,1982,no,
39,no,,792.0,,1,3,life_sciences,"1737,0",4,female,77.0,3,2,laboratory_technician,4,married,6472.0,8989,1,,15,3.0,4,1,,2,3.0,9,5,8,1984,yes,
40,no,travel_rarely,611.0,,7,4,,,2,female,88.0,3,5,manager,2,,,4349,1,no,14,3.0,2,0,,3,2.0,21,12,8,1983,no,
33,no,,,,4,3,technical_degree,,4,female,90.0,3,2,research_scientist,2,,3055.0,6194,5,no,15,,4,2,11.0,2,2.0,9,1,7,1990,yes,
36,no,,1383.0,,10,3,life_sciences,"1790,0",4,female,90.0,3,3,healthcare_representative,1,,8321.0,25949,7,,13,3.0,4,1,15.0,1,3.0,12,5,7,1987,no,
33,no,,867.0,,8,4,life_sciences,,4,female,90.0,4,1,research_scientist,1,married,3143.0,6076,6,no,19,3.0,2,1,14.0,1,3.0,10,7,6,1990,yes,
34,no,travel_rarely,,,8,2,,"1823,0",2,female,92.0,4,2,sales_executive,3,,,22128,1,no,21,4.0,3,2,10.0,5,3.0,10,4,8,1989,no,
29,no,travel_frequently,574.0,research_and_development,46,1,medical,,4,female,40.0,3,1,laboratory_technician,4,married,,7003,1,no,13,,2,0,,3,4.0,11,3,10,1994,no,
46,no,travel_rarely,706.0,,2,2,life_sciences,"1857,0",4,female,82.0,3,3,manufacturing_director,4,divorced,8578.0,19989,3,,14,3.0,3,1,12.0,4,2.0,9,4,7,1977,yes,
27,no,travel_rarely,728.0,,23,1,medical,"1864,0",2,male,36.0,2,2,sales_representative,3,married,,7018,1,no,21,4.0,4,1,,5,3.0,9,5,8,1996,no,
31,no,,311.0,,36,3,life_sciences,"1881,0",2,female,89.0,3,2,laboratory_technician,3,divorced,4197.0,18624,1,no,11,3.0,1,1,10.0,2,3.0,10,0,2,1992,no,
45,no,travel_rarely,556.0,research_and_development,25,2,life_sciences,"1888,0",2,male,93.0,2,2,manufacturing_director,4,,,23888,0,no,13,,4,2,10.0,2,2.0,9,3,8,1978,yes,
34,no,travel_rarely,937.0,,1,3,marketing,"1950,0",1,female,32.0,3,3,sales_executive,4,,9888.0,6770,1,no,21,4.0,1,0,14.0,3,2.0,14,2,1,1989,no,
31,no,,1125.0,research_and_development,1,3,life_sciences,,4,female,48.0,1,2,research_scientist,1,married,,5771,1,,21,,2,0,10.0,6,3.0,10,8,7,1992,yes,
35,no,,1224.0,,7,4,,"1962,0",3,male,55.0,3,2,sales_executive,4,,,13586,1,yes,11,3.0,4,0,10.0,2,3.0,10,0,9,1988,no,
39,no,travel_rarely,119.0,,15,4,marketing,"1975,0",2,female,77.0,3,4,sales_executive,1,single,13341.0,25098,0,no,12,3.0,1,0,21.0,3,3.0,20,11,10,1984,no,
40,no,travel_rarely,444.0,,2,2,marketing,"1986,0",2,male,92.0,3,2,sales_executive,2,married,5677.0,4258,3,no,14,3.0,3,1,,4,3.0,11,5,10,1983,yes,
30,no,travel_rarely,911.0,,1,2,medical,,4,female,76.0,3,1,laboratory_technician,2,married,,4077,1,no,13,3.0,3,0,12.0,6,2.0,12,1,7,1993,no,
47,no,,,research_and_development,1,1,,"2000,0",3,male,98.0,3,3,research_director,2,married,,17231,0,no,18,3.0,1,2,14.0,3,1.0,13,5,12,1976,yes,
52,no,non_travel,585.0,,29,4,,,1,female,,3,1,sales_representative,4,divorced,,19788,2,,15,3.0,2,2,16.0,3,,9,0,0,1971,yes,
49,no,travel_frequently,,,8,1,,"2,0",3,female,61.0,2,2,research_scientist,2,married,,24907,1,no,23,4.0,4,1,10.0,3,3.0,10,1,7,1974,yes,
33,no,travel_frequently,1392.0,,19,4,life_sciences,"5,0",19,male,56.0,3,1,research_scientist,3,married,2909.0,23159,1,,11,3.0,3,0,,3,3.0,8,3,0,1990,yes,
32,no,,1005.0,,2,2,life_sciences,,4,female,79.0,3,1,laboratory_technician,4,,,11864,0,,13,3.0,3,0,8.0,2,2.0,7,3,6,1991,yes,
38,no,travel_frequently,,research_and_development,23,3,,,4,female,44.0,2,3,manufacturing_director,3,,9526.0,8787,0,no,21,4.0,2,0,,2,3.0,9,1,8,1985,yes,
36,no,travel_rarely,1299.0,research_and_development,27,3,medical,,3,female,94.0,3,2,healthcare_representative,3,,,16577,6,,13,3.0,2,2,17.0,3,2.0,7,7,7,1987,yes,
42,no,,,,8,4,,"35,0",3,female,48.0,3,2,sales_executive,2,,6825.0,21173,0,,11,,4,1,10.0,2,3.0,9,4,2,1981,no,
31,no,,655.0,research_and_development,7,4,life_sciences,"76,0",4,female,48.0,3,2,laboratory_technician,4,divorced,,9528,3,no,22,4.0,4,1,,3,2.0,7,1,7,1992,no,
31,no,travel_rarely,746.0,,8,4,,"98,0",3,male,61.0,3,2,manufacturing_director,4,single,4424.0,20682,1,no,23,4.0,4,0,11.0,2,3.0,11,1,8,1992,no,
51,no,,632.0,,21,4,marketing,"120,0",3,female,71.0,3,2,sales_executive,4,,5441.0,8423,0,,22,4.0,4,0,11.0,2,1.0,10,1,0,1972,yes,
34,yes,travel_frequently,658.0,,7,3,,"147,0",1,female,66.0,1,2,laboratory_technician,3,,6074.0,22887,1,yes,24,4.0,4,0,9.0,3,,9,0,6,1989,yes,
36,no,,1467.0,,11,2,technical_degree,"154,0",2,male,92.0,3,3,sales_executive,4,,,22952,0,no,14,3.0,3,1,10.0,6,3.0,9,2,8,1987,no,
30,no,travel_frequently,1312.0,,23,3,,"159,0",1,female,96.0,1,1,research_scientist,3,divorced,,22310,1,no,25,4.0,3,3,,2,2.0,10,0,9,1993,no,
33,no,non_travel,750.0,,12,2,,"160,0",12,female,95.0,3,2,sales_executive,2,married,6146.0,15480,0,,13,3.0,1,1,,2,4.0,7,0,7,1990,yes,
31,yes,,249.0,,6,4,life_sciences,"163,0",2,female,76.0,1,2,sales_executive,3,married,6172.0,20739,4,,18,3.0,2,0,,3,2.0,7,7,7,1992,no,
41,no,travel_rarely,802.0,,23,1,,"176,0",3,female,96.0,3,3,sales_executive,3,divorced,,21196,3,yes,13,3.0,3,1,,2,3.0,9,0,7,1982,no,
26,no,travel_rarely,1355.0,,25,1,,"177,0",3,male,61.0,3,1,human_resources,3,,,8916,1,,23,4.0,4,1,8.0,3,3.0,8,5,7,1997,yes,
32,no,,689.0,,9,2,,"195,0",4,female,35.0,1,2,sales_executive,4,divorced,4668.0,22812,0,no,17,3.0,4,3,,2,4.0,8,0,7,1991,yes,
40,no,travel_frequently,1395.0,,26,3,,"202,0",2,male,54.0,3,2,research_scientist,2,divorced,5605.0,8504,1,no,11,3.0,1,1,20.0,2,3.0,20,2,13,1983,no,
53,no,travel_rarely,1436.0,sales,6,2,marketing,"205,0",2,female,34.0,3,2,sales_representative,3,,,16047,2,yes,20,4.0,4,1,13.0,3,1.0,7,4,5,1970,yes,
29,no,non_travel,1496.0,research_and_development,1,1,technical_degree,,4,female,41.0,3,2,manufacturing_director,3,married,4319.0,26283,1,,13,3.0,1,1,10.0,1,3.0,10,0,9,1994,no,
36,no,travel_frequently,1480.0,research_and_development,3,2,,,4,female,30.0,3,1,laboratory_technician,2,,,15062,4,no,12,,3,0,13.0,3,2.0,8,7,2,1987,yes,
33,no,travel_rarely,,research_and_development,14,3,,"252,0",4,male,,3,1,research_scientist,2,,,4673,1,,13,3.0,4,1,8.0,5,3.0,8,1,6,1990,yes,
51,no,travel_rarely,313.0,,3,3,,"258,0",4,male,98.0,3,4,healthcare_representative,2,single,,7192,3,,18,3.0,3,0,,6,3.0,7,1,0,1972,no,
27,no,travel_rarely,894.0,,9,3,medical,"260,0",4,male,99.0,3,1,research_scientist,2,single,,11781,1,no,16,3.0,4,0,,2,2.0,7,0,3,1996,no,
37,no,,290.0,,21,3,life_sciences,"267,0",2,female,65.0,4,1,research_scientist,1,,3564.0,22977,1,yes,12,3.0,1,1,,3,2.0,8,1,7,1986,yes,
38,no,,1084.0,,29,3,,,4,female,54.0,3,2,manufacturing_director,4,married,6261.0,4185,3,no,18,3.0,1,1,9.0,3,1.0,7,1,7,1985,yes,
49,no,non_travel,1002.0,,18,4,,"275,0",4,female,92.0,3,2,manufacturing_director,4,divorced,6804.0,23793,1,yes,15,3.0,1,2,7.0,0,3.0,7,1,7,1974,no,
27,no,,1242.0,,20,3,life_sciences,"293,0",4,male,90.0,3,2,sales_executive,3,single,,12916,1,,14,3.0,4,0,7.0,2,3.0,7,0,7,1996,no,
45,no,,1052.0,sales,6,3,medical,"302,0",4,male,57.0,2,3,sales_executive,4,single,,16840,6,,12,3.0,4,0,23.0,2,3.0,19,12,8,1978,yes,
35,no,,944.0,,1,3,,"314,0",3,male,92.0,3,3,sales_executive,3,single,,9096,1,no,14,3.0,1,0,10.0,3,4.0,10,0,8,1988,yes,
33,yes,travel_rarely,465.0,,2,2,,,1,male,39.0,3,1,laboratory_technician,1,,,21509,7,no,20,,1,0,13.0,3,4.0,9,1,7,1990,yes,
52,no,,771.0,,2,4,life_sciences,"329,0",1,female,79.0,2,5,manager,3,,,21030,1,yes,18,3.0,4,0,33.0,2,4.0,33,15,12,1971,yes,
40,no,,1416.0,research_and_development,2,2,medical,,1,female,49.0,3,5,research_director,3,,19436.0,5949,0,no,19,3.0,4,1,,5,3.0,21,3,9,1983,yes,
38,no,non_travel,1327.0,sales,2,2,life_sciences,"361,0",4,female,39.0,2,2,sales_executive,4,,,19682,3,no,18,3.0,4,1,13.0,0,3.0,8,7,5,1985,yes,
46,no,,488.0,,27,3,,"363,0",27,male,75.0,1,4,manager,2,married,,14977,3,yes,12,3.0,2,1,28.0,2,2.0,7,7,7,1977,no,
45,no,travel_rarely,1385.0,,20,2,medical,,3,female,79.0,3,4,healthcare_representative,4,married,,7501,0,yes,14,3.0,2,0,21.0,2,3.0,20,4,10,1978,yes,
47,yes,non_travel,666.0,,10,4,life_sciences,"376,0",1,female,88.0,3,3,manager,2,married,,10268,1,,12,3.0,4,1,,2,2.0,10,9,9,1976,yes,
35,no,,1315.0,,22,3,life_sciences,"381,0",2,male,71.0,4,3,manager,2,divorced,,19100,7,,18,,2,1,10.0,6,2.0,7,6,2,1988,no,
29,no,travel_frequently,442.0,,2,2,,"388,0",2,female,44.0,3,2,sales_executive,4,single,,20260,1,,18,3.0,1,0,,3,,10,0,9,1994,yes,
55,no,travel_rarely,147.0,research_and_development,20,2,technical_degree,"389,0",2,female,37.0,3,2,laboratory_technician,4,married,,15972,3,,19,,4,1,12.0,4,3.0,10,0,8,1968,yes,
26,yes,travel_rarely,950.0,,45,4,,"401,0",4,female,48.0,2,2,sales_executive,4,single,5828.0,8450,1,,12,3.0,2,0,,0,,8,7,4,1997,yes,
31,no,travel_rarely,218.0,,7,3,technical_degree,"416,0",2,female,100.0,4,2,sales_executive,4,,,12241,4,,11,3.0,2,1,10.0,3,2.0,8,7,7,1992,yes,
43,no,travel_frequently,,,10,4,life_sciences,"430,0",3,male,33.0,3,1,laboratory_technician,4,,2455.0,10675,0,no,19,3.0,1,0,,5,3.0,8,1,7,1980,yes,
31,no,travel_rarely,691.0,,13,3,marketing,"438,0",4,female,73.0,3,2,sales_executive,4,,,7143,4,,12,3.0,4,3,13.0,3,3.0,7,1,7,1992,yes,
32,no,,1018.0,,2,4,medical,,1,male,74.0,4,2,research_scientist,4,single,5055.0,10557,7,,16,3.0,3,0,,0,2.0,7,0,7,1991,yes,
33,no,,,,10,3,,"446,0",2,female,46.0,2,2,sales_executive,4,,4682.0,4317,3,no,14,3.0,3,0,,6,2.0,7,0,1,1990,no,
43,no,travel_frequently,559.0,research_and_development,10,4,life_sciences,"448,0",3,male,82.0,2,2,laboratory_technician,3,divorced,5257.0,6227,1,no,11,,2,1,9.0,3,4.0,9,0,0,1980,no,
29,yes,travel_rarely,318.0,,8,4,,"454,0",2,female,77.0,1,1,laboratory_technician,1,,2119.0,4759,1,,11,3.0,4,0,7.0,4,2.0,7,0,7,1994,no,
27,no,,1130.0,sales,8,4,,"458,0",2,male,56.0,3,2,sales_executive,2,,,3415,1,no,18,3.0,1,1,8.0,3,3.0,8,0,7,1996,no,
29,no,travel_rarely,144.0,,10,1,,,4,male,39.0,2,2,sales_executive,2,divorced,,11866,1,yes,14,3.0,1,2,7.0,2,3.0,7,1,7,1994,no,
37,no,,1319.0,,6,3,medical,,3,female,51.0,4,2,research_scientist,1,divorced,5974.0,17001,4,,13,3.0,1,2,13.0,2,3.0,7,6,7,1986,no,
